"bill","dateOfDine","comments","response","ip_addr","source","timestamp","cleanliness_rating","satisfaction_rating","recommendation_rating","restaurant_name","email","store_number","telephone","address","city","state","zip","lat","lon"
"n/a","2014-09-09","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:24","85","-1000","-1000","Cvs Pharmacy #0033","",\N,"","1750 E Broadway Rd","Phoenix","AZ","85282","0","0"
"n/a","2014-09-09","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:24","85","-1000","-1000","Cvs Pharmacy #0033","",\N,"","1750 E Broadway Rd","Phoenix","AZ","85282","0","0"
"n/a","2014-10-13","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:24","-1000","-1000","-1000","G & F Convenient Store Inc","",\N,"6022750430","2044 E Yale St","","","85006","0","0"
"n/a","2014-11-19","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:24","-1000","-1000","-1000","The Terraces","",\N,"6029444455","7550 N 16th St","","","85020","0","0"
"n/a","2014-07-28","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:24","96","-1000","-1000","La Lumbrera","",\N,"4809700619","444 E Chandler Blvd","","","85224","0","0"
"n/a","2014-10-13","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","96","-1000","-1000","La Lumbrera","",\N,"4809700619","444 E Chandler Blvd","","","85224","0","0"
"n/a","2014-11-13","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","96","-1000","-1000","Mount Of Olives","",\N,"6029561620","3546 E Thomas Rd","","","85018","0","0"
"n/a","2014-06-24","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","-1000","-1000","-1000","Quiktrip #425","",\N,"9186157990","2941 E Indian School Rd","Phoenix","AZ","85016","0","0"
"n/a","2014-06-11","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","-1000","-1000","-1000","Starbucks Coffee #7970","",\N,"","1158 W Washington St","Phoenix","AZ","85281","0","0"
"n/a","2014-09-23","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","85","-1000","-1000","Cesar Chavez High School","",\N,"6027641000","3921 W Baseline Rd","","","85339","0","0"
"n/a","2014-12-10","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","96","-1000","-1000","Thompson Ranch Elementary","",\N,"6238767000","11800 W Thompson Ranch Rd","Phoenix","AZ","85335","0","0"
"n/a","2014-11-18","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","-1000","-1000","-1000","Days Inn","",\N,"6029898007","1221 E Apache Blvd","","","85281","0","0"
"n/a","2014-10-29","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","-1000","-1000","-1000","Ono Hawaiian Bbq","",\N,"6269456661","3923 E Thomas Rd","","","85018","0","0"
"n/a","2014-09-17","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","-1000","-1000","-1000","Ono Hawaiian Bbq","",\N,"6269456661","3923 E Thomas Rd","","","85018","0","0"
"n/a","2014-06-26","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","96","-1000","-1000","Frys Food & Drug #81","",\N,"","2250 E Baseline Rd","Phoenix","AZ","85040","0","0"
"n/a","2014-09-12","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","-1000","-1000","-1000","Nunnenkamp Assisted Living","",\N,"4808313284","2645 E Southern Ave","","","85282","0","0"
"n/a","2014-11-19","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","-1000","-1000","-1000","Phoenix Warehouse Company","",\N,"6022782886","4022 W Turney Ave","","","85019","0","0"
"n/a","2014-09-29","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","-1000","-1000","-1000","Shell #76","",\N,"6023952600","756 W Southern Ave","","","85210","0","0"
"n/a","2014-09-29","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","-1000","-1000","-1000","Shell #76","",\N,"6023952600","756 W Southern Ave","","","85210","0","0"
"n/a","2014-08-11","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","-1000","-1000","-1000","Shell #76","",\N,"6023952600","756 W Southern Ave","","","85210","0","0"
"n/a","2014-11-17","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","-1000","-1000","-1000","Shell #76","",\N,"6023952600","756 W Southern Ave","","","85210","0","0"
"n/a","2014-07-02","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","-1000","-1000","-1000","Trilogy Kiva Club @ Vistancia","",\N,"6235831584","27980 N Trilogy Blvd East","Phoenix","AZ","85382","0","0"
"n/a","2014-09-10","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","85","-1000","-1000","Peter Piper Pizza #230","",\N,"4806096400","9047 E Baseline Rd","Phoenix","AZ","85208","0","0"
"n/a","2014-09-24","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","-1000","-1000","-1000","Starbucks Coffee #8656","",\N,"","3317 E Bell Rd","Phoenix","AZ","85032","0","0"
"n/a","2014-10-17","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","96","-1000","-1000","China Grill","",\N,"6234128899","7518 W Thunderbird Rd","","","85381","0","0"
"n/a","2014-11-25","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","-1000","-1000","-1000","Taste Of China","",\N,"4806331515","110 S Val Vista Dr","","","85234","0","0"
"n/a","2014-11-06","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","-1000","-1000","-1000","Yasha From Russia","",\N,"","10240 N 32nd St","Phoenix","AZ","85028","0","0"
"n/a","2014-05-23","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","-1000","-1000","-1000","Yasha From Russia","",\N,"","10240 N 32nd St","Phoenix","AZ","85028","0","0"
"n/a","2014-10-07","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","-1000","-1000","-1000","Sweet Cakes Cafe","",\N,"4807605460","21 W Main St","","","85201","0","0"
"n/a","2014-11-03","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","-1000","-1000","-1000","Amigo Food & Liquor","",\N,"6022528045","801 N 16th St","","","85006","0","0"
"n/a","2014-12-03","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","96","-1000","-1000","El Mirage Elementary School","",\N,"6238767000","13500 N El Mirage Rd","Phoenix","AZ","85335","0","0"
"n/a","2014-10-27","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","-1000","-1000","-1000","5th Avenue Cafe","",\N,"6022740963","501 W Thomas Rd","","","85013","0","0"
"n/a","2014-11-03","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","96","-1000","-1000","Roses Catering","",\N,"6232175741","1734 W Bell Rd","","","85023","0","0"
"n/a","2014-10-28","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","96","-1000","-1000","Zinc Bistro",\N,"","4806030922","15034 Suite 140 ","Phoenix","AZ","85254","33.596302","-111.987469"
"n/a","2014-10-30","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","85","-1000","-1000","Los Reyes De La Torta","",\N,"6028702967","9230 N 7th St","","","85020","0","0"
"n/a","2014-10-31","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","96","-1000","-1000","Blimpie Subs & Salads #az56","",\N,"6024303040","6339 E Greenway Rd","","","85254","0","0"
"n/a","2014-08-11","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","96","-1000","-1000","Frys Food Store #87","",\N,"","5140 W Baseline Rd","Phoenix","AZ","85339","0","0"
"n/a","2014-10-22","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","85","-1000","-1000","Frys Food Store #87","",\N,"","5140 W Baseline Rd","Phoenix","AZ","85339","0","0"
"n/a","2014-10-22","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","96","-1000","-1000","Frys Food Store #87","",\N,"","5140 W Baseline Rd","Phoenix","AZ","85339","0","0"
"n/a","2014-10-22","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","96","-1000","-1000","Frys Food Store #87","",\N,"","5140 W Baseline Rd","Phoenix","AZ","85339","0","0"
"n/a","2014-10-22","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","96","-1000","-1000","Primrose School Of Fletcher Heights","",\N,"4805844005","8270  Lake Pleasant Pkwy","","","85382","0","0"
"n/a","2014-07-11","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","96","-1000","-1000","Wal-Mart Supercenter #5331","",\N,"4792042344","7575 W Lower Buckeye Rd","Phoenix","AZ","85043","0","0"
"n/a","2014-11-14","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","96","-1000","-1000","Wal-Mart Supercenter #5331","",\N,"4792042344","7575 W Lower Buckeye Rd","Phoenix","AZ","85043","0","0"
"n/a","2014-11-06","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","85","-1000","-1000","Super Carniceria Y Pescaderia Los Alamos","",\N,"6026284121","58 N Country Club Dr","","","85201","0","0"
"n/a","2014-11-20","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","-1000","-1000","-1000","Cvs Pharmacy #7836","",\N,"","1151 E Mckellips Rd","Phoenix","AZ","85203","0","0"
"n/a","2014-09-26","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","-1000","-1000","-1000","Cvs Pharmacy #7836","",\N,"","1151 E Mckellips Rd","Phoenix","AZ","85203","0","0"
"n/a","2014-06-26","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","-1000","-1000","-1000","Super Carniceria Y Pescaderia Los Alamos","",\N,"6026284121","58 N Country Club Dr","","","85201","0","0"
"n/a","2014-11-04","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","-1000","-1000","-1000","Bashas #110","",\N,"4809406731","1133 N Ellsworth Rd","Phoenix","AZ","85207","0","0"
"n/a","2014-08-19","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","-1000","-1000","-1000","Bashas #110","",\N,"4809406731","1133 N Ellsworth Rd","Phoenix","AZ","85207","0","0"
"n/a","2014-07-10","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","96","-1000","-1000","Bashas #110","",\N,"4809406731","1133 N Ellsworth Rd","Phoenix","AZ","85207","0","0"
"n/a","2014-11-18","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","-1000","-1000","-1000","#1 Brothers Pizza","",\N,"6026974741","30845 N Cave Creek Rd","","","85331","0","0"
"n/a","2014-11-06","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","-1000","-1000","-1000","Thai Food Corner","",\N,"4803967467","5253 E Brown Rd","","","85205","0","0"
"n/a","2014-10-03","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","96","-1000","-1000","Starbucks Coffee #9415","",\N,"","11435 W Buckeye Rd","Phoenix","AZ","85323","0","0"
"n/a","2014-08-19","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","-1000","-1000","-1000","Scottsdale Marriott At Mcdowell Mtns","",\N,"4805023836","16770 N Perimeter Dr","","","85260","0","0"
"n/a","2014-10-13","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","-1000","-1000","-1000","Scottsdale Marriott At Mcdowell Mtns","",\N,"4805023836","16770 N Perimeter Dr","","","85260","0","0"
"n/a","2014-10-13","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","-1000","-1000","-1000","Scottsdale Marriott At Mcdowell Mtns","",\N,"4805023836","16770 N Perimeter Dr","","","85260","0","0"
"n/a","2014-11-17","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","-1000","-1000","-1000","Scottsdale Marriott At Mcdowell Mtns","",\N,"4805023836","16770 N Perimeter Dr","","","85260","0","0"
"n/a","2014-12-08","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","-1000","-1000","-1000","Northside Market","",\N,"","15601 N Greasewood St","Phoenix","AZ","85374","0","0"
"n/a","2014-08-07","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","96","-1000","-1000","Cvs Pharmacy #1759","",\N,"6022306000","10 E Dunlap Ave","","","85020","0","0"
"n/a","2014-10-13","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","85","-1000","-1000","Cvs Pharmacy #1759","",\N,"6022306000","10 E Dunlap Ave","","","85020","0","0"
"n/a","2014-07-24","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","96","-1000","-1000","Circle K Store #6643","",\N,"6027284783","19830 N 7th St","Phoenix","AZ","85024","0","0"
"n/a","2014-07-24","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","96","-1000","-1000","Circle K Store #6643","",\N,"6027284783","19830 N 7th St","Phoenix","AZ","85024","0","0"
"n/a","2014-08-29","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","85","-1000","-1000","Uag Turn 4 Cafe","",\N,"","7125 E Chauncey Ln","Phoenix","AZ","85054","0","0"
"n/a","2014-10-09","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","-1000","-1000","-1000","Circle K Store #6652","",\N,"6027284783","10989 E Dynamite Blvd","Phoenix","AZ","85255","0","0"
"n/a","2014-10-09","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","-1000","-1000","-1000","Circle K Store #6652","",\N,"6027284783","10989 E Dynamite Blvd","Phoenix","AZ","85255","0","0"
"n/a","2014-11-04","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","96","-1000","-1000","Circle K Store #6659","",\N,"6027284783","6937 N 75th Ave","Phoenix","AZ","85303","0","0"
"n/a","2014-11-04","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","96","-1000","-1000","Circle K Store #6659","",\N,"6027284783","6937 N 75th Ave","Phoenix","AZ","85303","0","0"
"n/a","2014-08-11","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","96","-1000","-1000","Circle K Store #6662","",\N,"6027284783","1146 N 35th Ave","Phoenix","AZ","85009","0","0"
"n/a","2014-07-17","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","85","-1000","-1000","Circle K Store #6650","",\N,"6027284783","4252 S 48th St","Phoenix","AZ","85040","0","0"
"n/a","2014-08-04","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","-1000","-1000","-1000","Circle K Store #6664","",\N,"6027284783","17125 E Shea Blvd","Phoenix","AZ","85268","0","0"
"n/a","2014-08-04","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","96","-1000","-1000","Circle K Store #6664","",\N,"6027284783","17125 E Shea Blvd","Phoenix","AZ","85268","0","0"
"n/a","2014-10-03","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","96","-1000","-1000","Circle K Store #6649","",\N,"6027284783","1953 E Southern Ave","Phoenix","AZ","85204","0","0"
"n/a","2014-09-08","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","-1000","-1000","-1000","Circle K Store #6646","",\N,"6027284783","1619 W Baseline Rd","Phoenix","AZ","85283","0","0"
"n/a","2014-09-16","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","-1000","-1000","-1000","Circle K Store #6663","",\N,"6027284783","6349 S Mcclintock Dr","Phoenix","AZ","85283","0","0"
"n/a","2014-09-16","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","-1000","-1000","-1000","Circle K Store #6663","",\N,"6027284783","6349 S Mcclintock Dr","Phoenix","AZ","85283","0","0"
"n/a","2014-11-06","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","-1000","-1000","-1000","Circle K Store #6660","",\N,"6027284783","2005 W Broadway Rd","Phoenix","AZ","85202","0","0"
"n/a","2014-10-07","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","-1000","-1000","-1000","Circle K Store #6642","",\N,"6027284783","425 S Crismon Rd","Phoenix","AZ","85208","0","0"
"n/a","2014-10-07","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","-1000","-1000","-1000","Circle K Store #6642","",\N,"6027284783","425 S Crismon Rd","Phoenix","AZ","85208","0","0"
"n/a","2014-10-22","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","96","-1000","-1000","Superstition Sunrise Rv Resort","",\N,"4809864524","702 S Meridian Rd","","","85220","0","0"
"n/a","2014-10-03","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","96","-1000","-1000","Quiktrip #452","",\N,"9186157990","816 W University Dr","Phoenix","AZ","85201","0","0"
"n/a","2014-10-03","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","96","-1000","-1000","Quiktrip #452","",\N,"9186157990","816 W University Dr","Phoenix","AZ","85201","0","0"
"n/a","2014-12-04","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","-1000","-1000","-1000","Barnes & Noble Booksellers Store #2209","",\N,"5163388078","13719 W Bell Rd","Phoenix","AZ","85374","0","0"
"n/a","2014-11-04","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","85","-1000","-1000","Barnes & Noble Booksellers Store #2209","",\N,"5163388078","13719 W Bell Rd","Phoenix","AZ","85374","0","0"
"n/a","2014-10-28","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","96","-1000","-1000","J T Gyros","",\N,"6028636570","3434 W Greenway Rd","","","85053","0","0"
"n/a","2014-10-13","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","-1000","-1000","-1000","J T Gyros","",\N,"6028636570","3434 W Greenway Rd","","","85053","0","0"
"n/a","2014-07-02","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","-1000","-1000","-1000","J T Gyros","",\N,"6028636570","3434 W Greenway Rd","","","85053","0","0"
"n/a","2014-09-17","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","96","-1000","-1000","Sk Chevron","",\N,"4802752325","223 E Indian School Rd","","","85383","0","0"
"n/a","2014-09-17","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","96","-1000","-1000","Sk Chevron","",\N,"4802752325","223 E Indian School Rd","","","85383","0","0"
"n/a","2014-12-09","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","75","-1000","-1000","Mixteca Mexican Food","",\N,"6237763511","6731 W Bell Rd","","","85308","0","0"
"n/a","2014-10-23","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","-1000","-1000","-1000","Dollartree #2643","",\N,"7573215520","213 E Dunlap Ave","Phoenix","AZ","85020","0","0"
"n/a","2014-11-06","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","-1000","-1000","-1000","Ds Market","",\N,"6024137814","2340 N 32nd St","","","85008","0","0"
"n/a","2014-10-14","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","-1000","-1000","-1000","Cambridge Academy Charter School","",\N,"4806412828","20365 E Ocotillo Rd","","","85142","0","0"
"n/a","2014-09-11","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","96","-1000","-1000","Alma School Town Center Station","",\N,"4808626421","1990 S Alma School Rd","","","85248","0","0"
"n/a","2014-11-14","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","-1000","-1000","-1000","Alma School Town Center Station","",\N,"4808626421","1990 S Alma School Rd","","","85248","0","0"
"n/a","2014-10-20","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","-1000","-1000","-1000","Tailgaters Sports Bar & Grill","",\N,"6025479366","6070 W Bell Rd","","","85308","0","0"
"n/a","2014-10-28","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:25","96","-1000","-1000","Starbucks Coffee #6894","",\N,"","8251 W Union Hills Dr","Phoenix","AZ","85308","0","0"
"n/a","2014-11-05","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","-1000","-1000","-1000","Sonic Drive In #5520","",\N,"5055248998","4075 S Higley Rd","","","85297","0","0"
"n/a","2014-10-23","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","-1000","-1000","-1000","Dollar Tree Store #2992","",\N,"7573215520","3909 E Thomas Rd","Phoenix","AZ","85018","0","0"
"n/a","2014-09-30","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","-1000","-1000","-1000","Suntown Mart (Cobblestone)","",\N,"6235514868","1760 E Elliot Rd","","","85284","0","0"
"n/a","2014-10-17","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","-1000","-1000","-1000","Ladybug House Of Sandwiches","",\N,"4805601554","1611 N 11th St","","","85006","0","0"
"n/a","2014-10-17","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","85","-1000","-1000","Panda Express #1026","",\N,"8669372632","1950 E University Dr","Phoenix","AZ","85203","0","0"
"n/a","2014-10-10","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","96","-1000","-1000","How Do You Roll","",\N,"4802126751","1515 N 7th Ave","","","00000","0","0"
"n/a","2014-07-01","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","85","-1000","-1000","Dollar Tree #2658","",\N,"7573215520","6065 W Chandler Blvd","Phoenix","AZ","85226","0","0"
"n/a","2014-10-02","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","-1000","-1000","-1000","Subway","",\N,"6025107389","7730 E McDowell Rd","","","85257","0","0"
"n/a","2014-09-26","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","96","-1000","-1000","Subway #25166","",\N,"6025107389","3300 N Hayden Rd","Phoenix","AZ","85251","0","0"
"n/a","2014-08-07","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","-1000","-1000","-1000","The Westin Kierland Villas","",\N,"6028019015","15620 N Clubgate Dr","","","85254","0","0"
"n/a","2014-07-22","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","-1000","-1000","-1000","Shell 305","",\N,"4807970625","305 E Thomas Rd","","","85012","0","0"
"n/a","2014-10-01","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","96","-1000","-1000","Shell 305","",\N,"4807970625","305 E Thomas Rd","","","85012","0","0"
"n/a","2014-10-30","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","-1000","-1000","-1000","Full Mini Market","",\N,"6232479080","6011 W Thomas Rd","","","85033","0","0"
"n/a","2014-10-02","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","-1000","-1000","-1000","Wal-Mart Market #3315","",\N,"4792042344","4230 W Union Hills Dr","Phoenix","AZ","85308","0","0"
"n/a","2014-10-02","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","-1000","-1000","-1000","Wal-Mart Market #3315","",\N,"4792042344","4230 W Union Hills Dr","Phoenix","AZ","85308","0","0"
"n/a","2014-10-13","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","96","-1000","-1000","Wal-Mart Market #3315","",\N,"4792042344","4230 W Union Hills Dr","Phoenix","AZ","85308","0","0"
"n/a","2014-10-15","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","96","-1000","-1000","Alltel Ice Den","",\N,"","9375 E Bell Rd","Phoenix","AZ","85260","0","0"
"n/a","2014-11-14","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","-1000","-1000","-1000","Alltel Ice Den","",\N,"","9375 E Bell Rd","Phoenix","AZ","85260","0","0"
"n/a","2014-11-19","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","-1000","-1000","-1000","Park Central Deli","",\N,"6022774783","3110 N Central Ave","","","85012","0","0"
"n/a","2014-11-12","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","96","-1000","-1000","Park Central Deli","",\N,"6022774783","3110 N Central Ave","","","85012","0","0"
"n/a","2014-10-13","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","96","-1000","-1000","Terroir Wine Pub","",\N,"4809223470","7001 N Scottsdale Rd","","","85253","0","0"
"n/a","2014-09-09","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","85","-1000","-1000","Bagel Nosh","",\N,"4800000000","4855 E Warner Rd","","","85044","0","0"
"n/a","2014-09-09","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","85","-1000","-1000","Bagel Nosh","",\N,"4800000000","4855 E Warner Rd","","","85044","0","0"
"n/a","2014-08-20","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","-1000","-1000","-1000","Ace Hardware #11193","",\N,"6029520058","3111 E Indian School Rd","","","85016","0","0"
"n/a","2014-09-18","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","-1000","-1000","-1000","Shell #76","",\N,"6023952600","756 W Southern Ave","","","85210","0","0"
"n/a","2014-12-04","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","-1000","-1000","-1000","Shell #76","",\N,"6023952600","756 W Southern Ave","","","85210","0","0"
"n/a","2014-10-17","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","-1000","-1000","-1000","Cvs Pharmacy #3967","",\N,"","3990 W Ray Rd","Phoenix","AZ","85226","0","0"
"n/a","2014-10-20","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","-1000","-1000","-1000","Classic Car Spa","",\N,"6026482040","22111 N Scottsdale Rd","","","85255","0","0"
"n/a","2014-10-09","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","96","-1000","-1000","Casa Latina Mama Lola LLC","",\N,"6024241826","9226 N 7th St","","","85020","0","0"
"n/a","2014-11-21","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","96","-1000","-1000","Cvs Pharmacy #7852","",\N,"","28138 N Tatum Blvd","Phoenix","AZ","85028","0","0"
"n/a","2014-11-18","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","-1000","-1000","-1000","Cvs Pharmacy #7852","",\N,"","28138 N Tatum Blvd","Phoenix","AZ","85028","0","0"
"n/a","2014-10-06","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","96","-1000","-1000","Oscars Pier 83","",\N,"6239777679","18589 N 59th Ave","","","85308","0","0"
"n/a","2014-10-07","Health Department Inspection",\N,"0.0.0.0","iphone","2015-01-30 21:58:26","-1000","-1000","-1000","Bashas #155","",\N,"4809406731","9925 E Baseline Rd","Phoenix","AZ","85209","0","0"
